,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_9,ema_20,ema_50,macd,macd_signal,macd_histogram,adx,plus_di,minus_di,ichimoku_tenkan_sen,ichimoku_kijun_sen,ichimoku_senkou_span_a,ichimoku_senkou_span_b,ichimoku_chikou_span,supertrend,supertrend_direction,rsi_14,rsi_21,stoch_k,stoch_d,williams_r,cci,mfi,roc_12,roc_25,momentum_10,bb_upper,bb_middle,bb_lower,bb_width,bb_position,atr_14,atr_percent,kc_upper,kc_middle,kc_lower,dc_upper,dc_middle,dc_lower,std_dev_20,volatility_ratio,historical_volatility,vwap,obv,obv_ema,cmf,volume_sma_20,volume_ratio,ad_line,force_index,eom,trend_strength,volatility_regime,market_regime,price_momentum_oscillator,mtf_trend_alignment
2025-10-26 10:10:12.167830,50681.89292694656,50725.06644597132,50586.684488543804,50652.975623824546,1094.1438579336993,,,,50484.75695990374,50321.97976683693,50181.007345598744,151.5042979418722,93.31683236169732,58.18746558017489,,,,50466.53396812319,,,,50339.074753084475,51264.11899367464,1.0,,,,,,,,,,603.3042085234265,,,,,,,,50727.47545111498,50321.97976683693,49916.484082558876,,,,,,,50405.18712858134,52192.26910372038,25472.101298079255,,,,14564.780413827046,276415.17952012754,,,Normal,Normal_Market,,1
2025-10-26 11:10:12.167830,50689.023700428974,50745.41297235613,50625.899602934325,50631.528276608224,3037.721367267003,,,,50514.11122324464,50351.460577291335,50198.67483308932,156.6934748508138,105.99216085952062,50.701313991293176,,,,50506.10852205593,,,,50168.2333688372,51264.11899367464,1.0,,,,,,,,,,570.5576632835146,,,,,,,,50750.391020811854,50351.460577291335,49952.530133770815,,,,,,,50417.84698360707,49154.54773645337,27727.57238744822,,,,11813.191759099784,227620.00174436392,,,Normal,Normal_Market,,1
2025-10-26 12:10:12.167830,50729.199752306704,50836.350552650096,50652.47203592123,50680.85013190553,4887.206933278334,,,,50547.45900497682,50382.83101106412,50217.583668337014,162.9078956453377,117.37530781668406,45.53258782865365,,,,50506.10852205593,,,,50060.54039208806,51264.11899367464,1.0,,,,,,,,1.2611046161862398,,529.9850366300452,,,,,,,,50793.88382204531,50382.83101106412,49971.778200082925,,,,,,,50439.841163181394,54041.75466973171,30233.684985760934,,,,8434.4767357532,229538.01766247465,,,Normal,Normal_Market,,1
2025-10-26 13:10:12.167830,50547.552535178205,50643.73052473669,50400.94037007139,50514.64773558045,8163.8795129597165,,,,50540.89675109755,50395.38498482758,50229.23323960147,152.66193279294384,124.43263281193602,28.229299981007827,,,,50506.10852205593,,,,50105.35214381568,51264.11899367464,1.0,75.09718042198938,,60.61453028065119,,-39.3854697193377,,,0.9062491531776006,,186.35402652346238,,,,,,204.79278947005565,0.004054126845386424,50816.32681358209,50395.38498482758,49974.443156073066,,,,,,,50448.425115319784,45877.87515677199,31723.607859190557,,,,7917.474280323265,2910.2525159643556,,,Normal,Normal_Market,,1
2025-10-26 14:10:12.167830,50351.4023256514,50400.75708729888,50120.90982320315,50367.281580469855,8030.149450900035,,,,50506.173716972015,50392.70847012684,50234.64690002768,131.1390272126664,125.7739116920821,5.365115520584311,,,,50495.16782127229,,,,50204.32442995592,51264.11899367464,1.0,64.79020585039211,,44.25476764189184,,-55.745232358097056,,,0.4315309113476465,,37.2775807444923,,,,,,216.10441007609916,0.004290571245756773,50869.46954160502,50392.70847012684,49915.947398648656,,,,,,,50433.892646257984,37847.725705871955,32306.85717792212,,,,14026.48061302549,-166558.67634954726,1138052.5264361163,,Normal,Normal_Market,,0
2025-10-26 15:10:12.167830,50374.38206581158,50411.53035943804,50323.16945473414,50336.17845568646,10323.644433124797,,,,50472.174664714905,50387.32465922776,50238.62852966136,110.30072910052695,122.67927517377107,-12.378546073244124,,,,50495.16782127229,,,,50246.58688621563,51264.11899367464,1.0,62.58355545668437,,33.8225181220961,46.23060534821304,-66.17748187789148,,,0.015666628149663138,,4.462523515314388,,,,,,211.53450518284444,0.004202434743214938,50831.433327821265,50387.32465922776,49943.21599063425,,,,,,,50425.4768521575,27524.081272747157,31851.3547107626,,,,6742.6488824151165,-188635.6655885968,1456681.4399162228,,Normal,Normal_Market,,0
2025-10-26 16:10:12.167830,50221.17876030353,50415.94283343412,50221.17876030353,50260.020971793725,7393.035860933344,,,,50429.74392613067,50375.20049851975,50239.46744896067,86.64219791466894,115.47185972195066,-28.829661807281724,,,,50495.16782127229,,,,50260.1476861175,51264.11899367464,1.0,55.05451998799822,,18.58492661589796,32.22073745996196,-81.41507338408867,,,-0.13904832578995865,,-254.74187006886496,,,,,,215.14547906799166,0.00428064841414874,50800.08036268293,50375.20049851975,49950.32063435657,,,,,,,50416.29217303417,20131.04541181381,30735.134777529383,,,,2298.4306124203767,-242121.28614700196,1129540.166852782,,Normal,Normal_Market,,0
2025-10-26 17:10:12.167830,50304.6554328749,50328.21203516963,50243.535156988655,50316.571333193955,4732.927085570745,,,,50407.109407543336,50369.61676848872,50242.49113069531,71.63007612388901,106.70350300233834,-35.073426878449325,,,,50495.16782127229,,,,50255.16294469928,51264.11899367464,1.0,49.388763380411675,,26.13992366231702,26.18245613343703,-73.86007633766961,,,-0.030089574131743384,,-300.06060972462,,,,,,204.73206515466623,0.004068879490991939,50781.03069380773,50369.61676848872,49958.20284316971,,,,,,,50410.95102427885,24863.972497384555,30175.976465134638,,,,5730.06754985543,-169296.99710172127,-43497.27223342079,,Normal,Normal_Market,,0
2025-10-26 18:10:12.167830,50226.504601320325,50369.416030670465,50202.55226541574,50250.894553782535,1372.36779545499,,,,50375.86643679118,50358.30989089765,50242.82067669873,53.81297179203102,96.12539676027689,-42.312424968245864,,,,50478.630187926625,,,,50132.43637380324,51264.11899367464,1.0,46.1329782109805,,17.36565834931801,20.696836209177665,-82.63434165066862,,,-0.5223587585793469,,-343.9155786832489,,,,,,208.46221276150754,0.004148427895913259,50761.88721597921,50358.30989089765,49954.7325658161,,,,,,,50409.212370382214,23491.604701929566,29539.36963054368,,,,5152.88017732738,-157987.81136910888,-79766.66357776367,,Normal,Normal_Market,,0
2025-10-26 19:10:12.167830,50138.89455455887,50141.55986153752,50112.341054790806,50134.78981178971,9602.239567199302,50389.88279608509,,,50327.65111179089,50337.02226431594,50238.584172192495,29.978532036395336,82.89602381550058,-52.91749177910525,,,,50474.345803720455,,,,50085.57758110447,51264.11899367464,1.0,41.34212453194576,,2.9651576745476147,15.49024656206088,-97.03484232543917,-94.74941658187828,,-0.9519442772728229,,-539.4019531753729,50805.25022896368,50389.88279608509,49974.5153632065,0.016486144036471657,0.19293092801288844,200.38582560896717,0.003996941572134485,50698.939143788855,50337.02226431594,49975.10538484303,50869.42581934144,50419.0337251388,49968.641630936145,207.68371643929768,0.16768119844246201,,50386.35417058851,13889.365134730264,28048.893011894783,0.0877246632826918,5873.723088852375,1.6347790697561213,10305.40760370695,-294684.630816799,-24609.277051278554,,Normal,Normal_Market,,0
2025-10-26 20:10:12.167830,50422.92264244709,50513.81826666458,50226.94834155494,50306.48031682256,6804.422348065988,50402.72324116116,,,50323.416952797226,50334.11350741181,50241.24676609956,24.659298646016396,71.24867878160376,-46.58938013558736,,,,50474.345803720455,,,,50064.6393321492,51264.11899367464,1.0,40.75047608389254,58.07067134986583,25.643002094615014,15.324606039493545,-74.35699790537177,-20.126180264777794,,-0.5698802206952139,,-346.49530700198375,50788.64187036574,50402.72324116116,50016.804611956584,0.015313403895185502,0.37530671357197154,206.68013700844156,0.004108419744470316,50744.15968637419,50334.11350741181,49924.067328449426,50869.42581934144,50419.0337251388,49968.641630936145,192.95931460228735,1.6174149296193625,0.03208702581298289,50384.31349011272,20693.78748279625,27348.406771028254,0.08244214106074553,5875.137410627697,1.1581724600614731,7273.908818054552,-85693.29650064802,-361819.1646178824,,Normal,Normal_Market,,0
2025-10-26 21:10:12.167830,50215.08801746906,50485.64729920422,50215.08801746906,50309.02831491461,10103.336109222477,50415.12612624066,,,50320.53922522071,50331.72444145969,50243.9048660531,20.414049556668033,61.08175293661662,-40.667703379948584,,,,50378.035789763744,,,,50195.47718291179,51264.11899367464,1.0,35.018160726039326,58.13771406946188,25.979555966962714,18.195905245375116,-74.02044403302406,-32.839455161960935,,-0.7206103093743624,,-322.4999616936111,50769.44976484458,50415.12612624066,50060.80248763674,0.01405624326781154,0.35028121219328817,215.14818767510744,0.004276532361713776,50771.97980288474,50331.72444145969,49891.46908003464,50869.42581934144,50466.53396812319,50063.64211690494,177.16181930196072,1.476485682230354,0.032095226630899906,50380.7253077812,30797.12359201873,27676.855992074965,0.04915538181160588,6279.921547995383,1.608831580459378,4186.487248566497,-69773.78541060712,-432761.86510501377,,Normal,Normal_Market,,0
2025-10-26 22:10:12.167830,50375.45372378327,50375.45372378327,50151.42112411668,50340.90676352411,10813.085198734581,50424.62820965309,,,50324.61273288139,50332.59894832298,50247.708862032356,19.398371104449325,52.745076570183166,-33.34670546573384,,,,50313.07966072769,,,,50254.96464000934,51264.11899367464,1.0,37.75360050482007,58.67143531901511,30.190240173296278,27.270932744958003,-69.80975982669051,-58.03589325868258,,-0.6160918612521877,,-339.94336838142044,50758.72832817446,50424.62820965309,50090.528091131724,0.013251465816753752,0.3747060514381904,216.43289004829316,0.004299344290022109,50776.69637447297,50332.59894832298,49888.501522172985,50869.42581934144,50490.88343706612,50112.341054790806,167.05005926068517,1.195099126933935,0.03161408348626163,50373.913680127946,41610.20879075331,29003.841972901475,0.09623504285425055,6628.1153663645255,1.6313966491300407,11664.70756428026,-10562.618806526509,-302684.8634531665,,Normal,Normal_Market,,1
2025-10-26 23:10:12.167830,50142.56124463782,50321.14907222657,50088.41401074749,50223.55757304347,3396.7395803196487,50419.391402852416,,,50304.40170091381,50322.21405543921,50246.76175266024,9.02035859094758,44.000132974336054,-34.979774383388474,,,,50301.116138706035,,,,50103.78625261377,51264.11899367464,1.0,29.03271272894365,52.21409717827155,18.06885407045176,24.746216736903587,-81.93114592953486,-88.1540276194385,,-0.8057641502265958,,-291.09016253698064,50762.99745196071,50419.391402852416,50075.78535374412,0.013629916567729827,0.2150314578029405,209.69267760127073,0.004175185664541988,50760.828079777704,50322.21405543921,49883.600031100716,50869.42581934144,50478.91991504446,50088.41401074749,171.80302455414858,1.2300720307849573,0.03021379336963554,50370.19047453468,38213.469210433665,29880.94932885692,0.09321502487751511,6706.919681625875,0.5064529980320517,12212.775303998953,-65997.19326617217,-1066553.3126790756,,Normal,Normal_Market,,0
2025-10-27 00:10:12.167830,50170.55666507055,50259.03324570083,50034.307329222225,50194.244928731656,1820.238067886441,50412.60344930273,,,50282.370346477386,50310.02651956231,50244.70226936893,-1.551689603656996,34.88976845873744,-36.44145806239444,,,,50274.06279794341,,,,50161.32027769395,51264.11899367464,1.0,28.815605968269892,45.5121608378774,19.941269352772505,22.73345453217351,-80.05873064721503,-101.3066689833426,,-0.9601362287873999,,-173.036651738199,50768.77862984898,50412.60344930273,50056.428268756485,0.014130402168355928,0.19346752314940824,215.86010324777712,0.004300495077757736,50714.838144721056,50310.02651956231,49905.21489440356,50869.42581934144,50451.866574281834,50034.307329222225,178.08759027312325,1.15472837114501,0.030255883707541096,50367.677420272485,36393.23114254722,30501.166644446475,0.09164062235881439,6452.5866357959985,0.28209432443550075,12983.466770856361,-64191.30723483085,-1216544.282719014,,Normal,Normal_Market,,0
2025-10-27 01:10:12.167830,50285.16130831261,50367.95680896178,50179.10561579164,50230.46281584335,3509.335057474063,50407.54079348633,,,50271.98884035058,50302.449023970024,50244.14385942675,-6.927774093608605,26.526259948268233,-33.45403404187684,,,,50274.06279794341,50419.0337251388,,,50147.93767779302,51264.11899367464,1.0,31.72788491684993,46.74270783384235,24.45697200491825,20.822365142714172,-75.54302799506928,-60.633637629255205,,-0.5625792368674403,0.36122395098673193,-105.7156398431107,50771.353474214215,50407.54079348633,50043.72811275845,0.014434851413139894,0.2566357812367491,220.81280494408722,0.004395993836521839,50727.35870682202,50302.449023970024,49877.53934111803,50869.42581934144,50451.866574281834,50034.307329222225,181.90634036394073,0.9854435168293609,0.030404808738218977,50365.20362178698,39902.56620002128,31396.538030691696,0.04290602918026506,6133.433576364909,0.5721648427068933,11382.826274108475,-36863.877494326574,-812602.4230188736,,Normal,Normal_Market,,0
2025-10-27 02:10:12.167830,50143.71211783774,50237.25255473037,50041.25054686209,50140.48908624182,5095.193494506614,50388.8271057053,,,50245.688889528836,50287.02426799591,50240.07896636068,-18.238248644054693,17.57335822980365,-35.81160687385834,,,,50274.06279794341,50419.0337251388,,,50105.371105903134,51264.11899367464,1.0,26.26104403452989,44.08419262038439,17.423320576096295,20.607187311262347,-82.57667942388728,-100.28030118771564,,-0.4502774164329256,0.15884325042619765,-119.53188555190718,50767.613094748776,50388.8271057053,50010.04111666182,0.015034522960769153,0.17219217889947647,220.18278578883059,0.004391317073316038,50712.18153779545,50287.02426799591,49861.866998196376,50869.42581934144,50451.866574281834,50034.307329222225,189.39299452173935,1.0215635607396254,0.027537393905723247,50357.97691611441,34807.37270551467,31721.379428293883,0.04693623440845955,6226.166054498257,0.8183516870426827,11447.167273674455,-97088.1181011675,-1339464.5605163332,,Normal,Normal_Market,,0
2025-10-27 03:10:12.167830,50149.07829626932,50272.06845228494,50149.07829626932,50203.184516217094,8138.943959382231,50368.154734370226,,,50237.18801486649,50279.039529731264,50238.63212517858,-21.89054342322197,9.680577899198525,-31.571121322420495,,,,50274.06279794341,50451.866574281834,,,50191.66436292793,51264.11899367464,1.0,34.94800647754947,39.585483682013944,35.21863086076844,25.699641147260994,-64.78136913921071,-68.59249087500085,,-0.2642114350942352,0.10432406468405923,-113.38681697686116,50739.65117043619,50368.154734370226,49996.65829830426,0.014751242646277156,0.27796527484873806,209.58775751804362,0.004174790096240613,50713.577297103235,50279.039529731264,49844.501762359294,50869.42581934144,50451.866574281834,50034.307329222225,185.74821803298101,0.644886784735853,0.026781636506813786,50350.67979974534,42946.3166648969,32790.42106987513,-0.02685456063428199,6017.550216553307,1.352534447821171,10469.243452409026,-10322.016789837202,-790737.2378171191,,Normal,Normal_Market,-0.26219212943118225,0
2025-10-27 04:10:12.167830,50132.360742718076,50274.44487600621,50132.360742718076,50168.24627536591,2959.839627516786,50346.82654151523,,,50223.39966696638,50268.48779122028,50235.871895774166,-27.289659190777456,2.2865304812033287,-29.576189671980785,,,,50274.06279794341,50451.866574281834,,,50319.88994331822,51264.11899367464,1.0,39.208629020053095,34.31070217073113,27.932406893171486,26.858119443345405,-72.06759310680766,-71.78923110425767,,-0.18259979732065088,-0.31800687425704494,-82.6482784166219,50712.46613853956,50346.82654151523,49981.186944490895,0.014524831936441135,0.2557974196412648,191.6124875831026,0.0038193977627077147,50698.06963219893,50268.48779122028,49838.90595024163,50869.42581934144,50451.866574281834,50034.307329222225,182.8197985121657,0.7578956708353611,0.026800916819945914,50347.913432719564,39986.477037380115,33475.75973344703,-0.05616663430670013,6026.77387415986,0.4911150956247454,9004.509845918452,-23620.527218010662,-164381.0679037671,,Normal,Normal_Market,0.03277415241685355,0
2025-10-27 05:10:12.167830,50198.29400764278,50340.65405611099,50054.42403865214,50164.20252852729,7213.073455367064,50321.32707969334,,,50211.560239278566,50258.55586143999,50233.06133235272,-31.531320475100074,-4.477039710057353,-27.05428076504272,,,,50259.97731421322,50451.866574281834,,,50438.14358337055,51264.11899367464,1.0,40.3938787516503,34.742950107918034,27.089100406735422,30.080046053558448,-72.91089959324373,-71.54500923031314,,-0.302820324655441,-0.3294286867113633,29.412716737577284,50661.05377646246,50321.32707969334,49981.600382924225,0.013502294811545624,0.26874859606211143,205.74599563702733,0.004101450541748842,50717.67300611207,50258.55586143999,49799.438716767916,50836.350552650096,50435.32894093616,50034.307329222225,169.86334838455872,1.550541536765967,0.025796609924618543,50341.344757639024,32773.40358201305,33408.8686714057,-0.06149220838705189,5924.576138154893,1.2174834599413773,7324.331356067392,-24413.00089856532,-246121.6161153991,,Normal,Normal_Market,0.14995872091046836,0
2025-10-27 06:10:12.167830,50092.54483153429,50247.78900012355,49959.473843488166,50129.157495445055,1032.809006481539,50295.13617327437,,,50195.07969051187,50246.232207535715,50228.98667208184,-37.290843260256224,-11.039800420097128,-26.251042840159094,,,,50167.463783635714,50414.44983141481,,,50379.34745918899,51264.11899367464,1.0,42.33842588439277,30.06223945916065,30.609787861590654,28.54376505383252,-69.3902121383913,-109.0904094769073,,-0.24225848996018676,-0.40244691239826536,-177.32282137750735,50606.81640957221,50295.13617327437,49983.45593697653,0.012394050797439148,0.23373563912675066,212.42821588737,0.004237617915415229,50687.20669255989,50246.232207535715,49805.25772251154,50836.350552650096,50397.91219806913,49959.473843488166,155.84011814892028,1.5013342785102186,0.02580324079403513,50340.017539316046,31740.59457553151,33249.985424179584,-0.05959265148271906,5921.509395582285,0.17441651063697441,7507.211500575407,-26096.11874159539,-2026754.847148293,,Normal,Normal_Market,0.26538538364658887,0
2025-10-27 07:10:12.167830,50350.40736157542,50544.81884308807,50185.51731195088,50339.51094203665,5971.4831869735835,50280.53530654579,,,50223.96594081683,50255.115896535804,50233.320957178104,-24.59799109020969,-13.751438554119641,-10.846552536090048,,,,50252.146343288114,50414.44983141481,,,50373.551849744574,51264.11899367464,1.0,51.13807181846408,39.927075617122306,64.92531734416167,40.87473520416258,-35.074682655821235,49.09176024983813,,0.4083414551361979,-0.34693204514206905,30.48262712203723,50550.42123675824,50280.53530654579,50010.64937633334,0.010735205127273642,0.6092603001652871,236.06996370608718,0.0046895561615191116,50725.11079474155,50255.115896535804,49785.12099833006,50836.350552650096,50397.91219806913,49959.473843488166,134.9429651062239,1.753811162621276,0.030748454324142763,50340.55523822334,37712.0777625051,33674.946599258205,-0.04250692229428869,6068.197486567614,0.9840621041407744,6654.383778541226,157077.90817058287,-860950.7262138566,,Normal,Normal_Market,0.5664286820495229,1
2025-10-27 08:10:12.167830,50365.58199534882,50390.42327506729,50347.371253462894,50363.286847703566,3444.4389059167256,50264.657142335695,,,50251.83012219418,50265.41789188511,50238.41765876734,-12.476476361443929,-13.496446115584499,1.0199697541405701,,,,50252.146343288114,50414.44983141481,,,50431.803821025635,51264.11899367464,1.0,55.81784648023362,41.39316722576482,68.98717926886656,54.84076149153963,-31.012820731116346,82.95604368574281,,0.11292090109116103,-0.5005174889959307,22.38008417945821,50463.35607300803,50264.657142335695,50065.95821166336,0.007906109062265056,0.7481888177104569,227.78771854722385,0.004522892225760478,50700.788736763665,50265.41789188511,49830.047047006556,50643.73052473669,50301.60218411243,49959.473843488166,99.3494653361661,0.2174541758491722,0.03052601081779633,50341.04081741579,41156.51666842182,34387.47708203569,-0.02232993213527468,5996.059085199534,0.5744504610401193,5756.64488672114,146337.44336086148,-858581.485413456,,Normal,Normal_Market,0.7172972671276543,1
2025-10-27 09:10:12.167830,50249.87719634501,50354.80122279928,50239.711967442,50282.64138294868,6156.663095815217,50253.0568247041,,,50257.992374345085,50267.058224367356,50240.151922460725,-9.270637493296817,-12.651284391126964,3.3806468978301467,,,,50252.146343288114,50414.44983141481,,,50554.48396187857,51264.11899367464,1.0,57.945013876641035,37.47478749370396,55.209754876414564,63.04075049648093,-44.790245123568354,34.71709409237174,,-0.0524496951138937,-0.6169975708966889,59.08380990520527,50413.76106288588,50253.0568247041,50092.35258652232,0.006395799512947415,0.5920466024394841,226.7178172093549,0.004508868487689205,50676.6454947429,50267.058224367356,49857.47095399181,50544.81884308807,50252.146343288114,49959.473843488166,80.35211909089172,0.601504260742716,0.028895339673920224,50339.49617720687,34999.853572606604,34445.798652566256,-0.031586603284647796,5895.698264342309,1.0442636003017898,4192.972637087917,54502.52906626818,-919673.0971692724,,Normal,Normal_Market,0.7395313615649859,1
2025-10-27 10:10:12.167830,50498.05489106053,50541.42911061819,50288.02157983583,50390.02150229969,9585.72686947621,50254.19382079559,,,50284.39819993601,50278.76901274187,50246.02916088578,1.9126433629498933,-9.738498840311593,11.651142203261486,,,,50252.146343288114,50414.44983141481,,,50531.692166234745,51264.11899367464,1.0,54.82251820146222,45.929392826059505,73.55451214339278,65.9171487628913,-26.445487856590123,129.04466821880607,,0.09756427115288256,-0.5607790726755333,195.77657356803684,50418.58038106223,50254.19382079559,50089.80726052895,0.006542202660850017,0.9131349949889269,218.12919383754394,0.0043288172406830295,50695.168645355596,50278.76901274187,49862.36938012814,50544.81884308807,50252.146343288114,49959.473843488166,82.19328013332087,1.3308098846486376,0.028213626478532934,50342.65160250697,44585.58044208281,35411.49215632974,-0.0979535694295746,5973.477135271117,1.604714750287729,2324.012466910361,193761.66710117128,-1430925.756482044,,Normal,Normal_Market,0.5693745090945974,1
2025-10-27 11:10:12.167830,50324.94449462094,50324.94449462094,50126.607144511385,50293.0627654433,2244.8692011537673,50252.03803628344,,,50286.13111303747,50280.13032252296,50247.87361596647,2.918076496949652,-7.207183772859344,10.125260269808997,,,,50252.146343288114,50397.91219806913,,,50538.25189670906,51264.11899367464,1.0,49.16895268880471,47.49328342927812,56.990137813270856,61.9181349443594,-43.00986218671204,-7.079065401958905,,0.1383916149283912,-0.7105463281252203,62.59994959994947,50412.99264710995,50252.03803628344,50091.08342545693,0.006405893854903907,0.627441919647811,217.6188421270547,0.00432701510230118,50711.442588060316,50280.13032252296,49848.8180569856,50544.81884308807,50252.146343288114,49959.473843488166,80.47730541325794,1.01424227389655,0.028979239491679715,50341.621198569956,42340.71124092905,36071.41778343444,-0.02599380626113765,5569.538373672565,0.40306198656702236,3847.1788534307843,134987.1886364762,-2585054.839515434,,Normal,Normal_Market,0.3304338320178542,1
2025-10-27 12:10:12.167830,50237.13094902906,50503.04075246957,50237.13094902906,50339.074753084475,8595.671281817948,50255.990725347976,,,50296.71984104687,50285.74407781453,50251.45013114757,7.343026524918969,-4.297141713303682,11.64016823822265,,,,50252.146343288114,50397.91219806913,,,50452.74402744916,51264.11899367464,1.0,49.90602198096533,50.096846189057615,64.85079907673422,65.13181634446595,-35.149200923248685,90.9518762284987,,0.28853870510146196,-0.5776114873049606,198.5856668426568,50421.58663480694,50255.990725347976,50090.39481588901,0.006590096307680203,0.750863768337867,220.61007096804886,0.0043824816417495,50731.03790246634,50285.74407781453,49840.45025316272,50544.81884308807,50252.146343288114,49959.473843488166,82.79795472948253,1.334398774856723,0.028623934871925816,50342.3481010675,50936.38252274699,37487.128710988014,-0.004051313302644372,5629.670144716796,1.5268516735184678,1842.279461484553,172203.86465792672,-2137530.804591379,,Normal,Normal_Market,0.3229440414265679,1
